address,contract_type,official_name,pool_group,status,decimals,impl_address,event_count,first_seen,last_seen,in_official_registry,note
0x81525e55ccfec06f11f1fdeaf446652c4ec2064f,PoolManager,PoolManager,High Yield Corporate Loan USDC,inactive,6,,,,,yes,
0x2638802a78d6a97d0041cc7b52fb9a80994424cd,OpenTermLoanManager,OpenTermLoanManager,High Yield Corporate Loan USDC,inactive,6,0xbad003da1e107f537ae2f687f5fe7a7affe9b241,43,2024-01-05,2025-10-28,yes,
0xeca9d2c5f81dd50dce7493104467dc33362a436f,FixedTermLoanManager,FixedTermLoanManager,High Yield Corporate Loan USDC,inactive,6,,,,,yes,
0xc6cfb7c88d1f072b92984adfca19d3711c97b416,PoolDelegateCover,PoolDelegateCover,High Yield Corporate Loan USDC,inactive,6,,,,,yes,
0xeb7b1e9c750190214cdfbbaf0abe398a5e47d230,WithdrawalManagerQueue,WithdrawalManagerQueue,High Yield Corporate Loan USDC,inactive,6,,,,,yes,
0xccbc525ed9d85ad8325b7b6c4c6a79f5566dea3b,MaplePool,highYieldCorpWETHPool,High Yield Corporate Loan WETH,inactive,18,,26,2024-02-29,2025-05-05,yes,
0xed8b578a01f3cd65488fc19d37e2285ef934e54a,PoolManager,PoolManager,High Yield Corporate Loan WETH,inactive,18,,,,,yes,
0xe3aac29001c769fafcef0df072ca396e310ed13b,OpenTermLoanManager,OpenTermLoanManager,High Yield Corporate Loan WETH,inactive,18,0xbad003da1e107f537ae2f687f5fe7a7affe9b241,35,2024-04-01,2025-11-24,yes,
0xc82095c002e726e4b3c8c26ee769b44c772ef9f7,FixedTermLoanManager,FixedTermLoanManager,High Yield Corporate Loan WETH,inactive,18,,,,,yes,
0x93cddb2482812a314ddd6aa90007a41f954ef3eb,PoolDelegateCover,PoolDelegateCover,High Yield Corporate Loan WETH,inactive,18,,,,,yes,
0x58a534945f357aa0d2fb56b8bdf7dfa1073bd7a1,WithdrawalManagerQueue,WithdrawalManagerQueue,High Yield Corporate Loan WETH,inactive,18,,,,,yes,
0x137f2ea5cfb0fe59408bab2779e33ee868f1810e,MaplePool,icebreakerPool,Icebreaker,inactive,6,,,,,yes,
0xc0323b64ef95e5698b30febd6a54bfd66ca2210e,PoolManager,PoolManager,Icebreaker,inactive,6,,,,,yes,
0x7dca0cd3f1ebae3640ac4c66688a9d3a184af822,FixedTermLoanManager,FixedTermLoanManager,Icebreaker,inactive,6,0x5b97c9dcce2693844b90cea40ba1fd15bf99eb01,1,2022-12-12,2022-12-12,yes,
0xa198c1dc00297ae477f2d42d5a9e1cd4a364191f,PoolDelegateCover,PoolDelegateCover,Icebreaker,inactive,6,,,,,yes,
0x4ec570457c3954fee01309a30c603abd51899c77,WithdrawalManagerCyclical,WithdrawalManagerCyclical,Icebreaker,inactive,6,,,,,yes,
0xd020c197497db6db12cff97a8575451c6faa54b3,MaplePool,laserPool,Laser,inactive,6,,,,,yes,
0xe7c2ab602a23f09faadab822bb64278fff171427,PoolManager,PoolManager,Laser,inactive,6,,,,,yes,
0xa34e6b033275567a0f90a5bf93ba1485c657f092,OpenTermLoanManager,OpenTermLoanManager,Laser,inactive,6,,,,,yes,
0x7a459f1fb7d257fc62e23aaa8b802e061cec68d7,FixedTermLoanManager,FixedTermLoanManager,Laser,inactive,6,0x5b97c9dcce2693844b90cea40ba1fd15bf99eb01,1,2023-09-13,2023-09-13,yes,
0x412a26d5f8220182cb2a5abb751a1aed22225271,PoolDelegateCover,PoolDelegateCover,Laser,inactive,6,,,,,yes,
0xf817ec56cb26117cf3bd5a8a8f128d64998ff234,WithdrawalManagerCyclical,WithdrawalManagerCyclical,Laser,inactive,6,,,,,yes,
0x37154b07d58cd736a09ed93ced06613a06f93081,MaplePool,LendAndLongUSDC1Pool,Maple Lend+Long USDC1,inactive,6,,11,2025-01-27,2025-01-30,yes,
0x9aeb8e5ea0e4035fc681cbe1f03a351bbec253df,PoolManager,PoolManager,Maple Lend+Long USDC1,inactive,6,,,,,yes,
0x56ef41693f69d422a88cc6492888a1bd41923d33,OpenTermLoanManager,OpenTermLoanManager,Maple Lend+Long USDC1,inactive,6,0xbad003da1e107f537ae2f687f5fe7a7affe9b241,4,2025-01-28,2025-04-25,yes,
0x5ad7130cc75b617d45cb908245c2d3d3507f054e,FixedTermLoanManager,FixedTermLoanManager,Maple Lend+Long USDC1,inactive,6,,,,,yes,
0xb390aea520885b02af36ec3c96f79b3bb81c5807,MapleSkyStrategy,SkyStrategy,Maple Lend+Long USDC1,inactive,6,,,,,yes,
0x36c2c86a929e72afb23235d5e91e50809cbfa2ae,MapleAaveStrategy,AaveStrategy,Maple Lend+Long USDC1,inactive,6,,,,,yes,
0x1863b215893ce70954b3b13d7a09fcb5b86951b8,PoolDelegateCover,PoolDelegateCover,Maple Lend+Long USDC1,inactive,6,,,,,yes,
0x98c0d6cd8af6274801de98aead27dc9ef03c6ab2,WithdrawalManagerQueue,WithdrawalManagerQueue,Maple Lend+Long USDC1,inactive,6,,,,,yes,
0xc9c9bab51b02b4e60a828a09803305772ae1d2eb,MaplePool,LendAndLongUSDC2Pool,Maple Lend+Long USDC2,inactive,6,,3,2025-03-02,2025-03-13,yes,
0x036f141111e370cb9c4fcc734bbd89d44478cb79,PoolManager,PoolManager,Maple Lend+Long USDC2,inactive,6,,,,,yes,
0x9ab77dbd4197c532f9c9f30a7e83a710e03da70a,OpenTermLoanManager,OpenTermLoanManager,Maple Lend+Long USDC2,inactive,6,0xbad003da1e107f537ae2f687f5fe7a7affe9b241,1,2025-05-30,2025-05-30,yes,
0x09f533db668811d50707692812a2eed6b0836922,FixedTermLoanManager,FixedTermLoanManager,Maple Lend+Long USDC2,inactive,6,,,,,yes,
0x34e7014e2ef62c2f3cc8c8c25ac0110e2aa33b00,MapleSkyStrategy,SkyStrategy,Maple Lend+Long USDC2,inactive,6,,,,,yes,
0xd6e084ef7f48653cb4f9d5a2679ae7b4974c7058,MapleAaveStrategy,AaveStrategy,Maple Lend+Long USDC2,inactive,6,,,,,yes,
0x5ff202796d1e793bc32e5c079855f6647c0408ac,PoolDelegateCover,PoolDelegateCover,Maple Lend+Long USDC2,inactive,6,,,,,yes,
0xc512e614ac4d0d4ff9e548f4cad8dfe63b8a36c1,WithdrawalManagerQueue,WithdrawalManagerQueue,Maple Lend+Long USDC2,inactive,6,,,,,yes,
0x00e0c1ea2085e30e5233e98cfa940ca8cbb1b0b7,MaplePool,mavenPermissionedPool,Maven11 Permissioned,inactive,6,,,,,yes,
0x24617612dec91855e126e6330580425f6a262ee9,PoolManager,PoolManager,Maven11 Permissioned,inactive,6,,,,,yes,
0x6b6491aaa92ce7e901330d8f91ec99c2a157ebd7,FixedTermLoanManager,FixedTermLoanManager,Maven11 Permissioned,inactive,6,0x5b97c9dcce2693844b90cea40ba1fd15bf99eb01,11,2022-12-12,2023-11-08,yes,
0x9e71da2edad3f8053c00b697362a365383e9c518,PoolDelegateCover,PoolDelegateCover,Maven11 Permissioned,inactive,6,,,,,yes,
0x1b56856eb74bb1aa9e9f1997386ddb28def532ee,WithdrawalManagerCyclical,WithdrawalManagerCyclical,Maven11 Permissioned,inactive,6,,,,,yes,
0xd3cd37a7299b963bbc69592e5ba933388f70dc88,MaplePool,mavenUSDCPool,Maven11 USDC,inactive,6,,,,,yes,
0x00d950a41a0d277ed91bf9fd366a5523fef0371e,PoolManager,PoolManager,Maven11 USDC,inactive,6,,,,,yes,
0x9c74c5147653041239bb31c799c54767d9953f7d,PoolDelegateCover,PoolDelegateCover,Maven11 USDC,inactive,6,,,,,yes,
0x7ed195a0ae212d265511b0978af577f59876c9bb,WithdrawalManagerCyclical,WithdrawalManagerCyclical,Maven11 USDC,inactive,6,,,,,yes,
0xd2b01f8327eeca47829efc731f1a89c6d07e6b92,MaplePool,mavenUSDC3Pool,Maven11 USDC-3,inactive,6,,9,2023-03-30,2023-03-30,yes,
0x83376e49c7bf776495313c89f9bf226c8b8971b6,PoolManager,PoolManager,Maven11 USDC-3,inactive,6,,,,,yes,
0x9b300a28d7dc7d422c7d1b9442db0b51a6346e00,FixedTermLoanManager,FixedTermLoanManager,Maven11 USDC-3,inactive,6,0x5b97c9dcce2693844b90cea40ba1fd15bf99eb01,2,2023-04-26,2023-05-29,yes,
0x4ab7f6f8de3fe2575806a21f9cac630dd51a84af,PoolDelegateCover,PoolDelegateCover,Maven11 USDC-3,inactive,6,,,,,yes,
0x7f0d63e2250bc99f48985b183af0c9a66bbc8ac3,WithdrawalManagerCyclical,WithdrawalManagerCyclical,Maven11 USDC-3,inactive,6,,,,,yes,
0xfff9a1caf78b2e5b0a49355a8637ea78b43fb6c3,MaplePool,mavenWethPool,Maven11 WETH,inactive,18,,5,2023-03-21,2023-08-06,yes,
0x833a5c9fc016a87419d21b10b64e24082bd1e49d,PoolManager,PoolManager,Maven11 WETH,inactive,18,,,,,yes,
0x373bdcf21f6a939713d5de94096ffdb24a406391,FixedTermLoanManager,FixedTermLoanManager,Maven11 WETH,inactive,18,0x5b97c9dcce2693844b90cea40ba1fd15bf99eb01,15,2022-12-12,2023-11-08,yes,
0xdfdde84b117f038785a2b1805b10d5c4d616da08,PoolDelegateCover,PoolDelegateCover,Maven11 WETH,inactive,18,,,,,yes,
0x1bb73d6384ae73da2101a4556a42eab82803ef3d,WithdrawalManagerCyclical,WithdrawalManagerCyclical,Maven11 WETH,inactive,18,,,,,yes,
0x79400a2c9a5e2431419cac98bf46893c86e8bdd7,MaplePool,orthogonalPool,Orthogonal USDC,inactive,6,,,,,yes,
0xe10a065d15a6eca69bb8a0063fe57eddb66999df,PoolManager,PoolManager,Orthogonal USDC,inactive,6,,,,,yes,
0xfdc7541201aa6831a64f96582111ced633fa5078,FixedTermLoanManager,FixedTermLoanManager,Orthogonal USDC,inactive,6,0x5b97c9dcce2693844b90cea40ba1fd15bf99eb01,3,2022-12-12,2023-01-22,yes,
0xb9bae8c63593e51a296857ac4c150bae31a4e2c3,PoolDelegateCover,PoolDelegateCover,Orthogonal USDC,inactive,6,,,,,yes,
0xd8f8bd488ba6ddf2a710f6c357a884fd1706981a,WithdrawalManagerCyclical,WithdrawalManagerCyclical,Orthogonal USDC,inactive,6,,,,,yes,
